OrderID,Order date,Start date,End date,Email,CardNumber,PackageID,HotelID,Number of nights,FlightFromNumber,FlightToNumber,Hotel Name,Stars,Review Scores,PropertyStyle,Wifi,Hotel City,Hotel Country,WW Erea,Flight company- From,Flight company- Back,Gender,Birthdate,Age,GroupAge,Order Month,Order weekday,Order hour,Starting date- year,Starting date- Quarter,Starting date- Month,Number of travelers,Price per traveler,Revenue per order,Is returned customer?,Profit,temperature
531240698,24/07/2017 7:24,26/07/2017 0:00,03/08/2017 0:00,mschwartz@verizon.net,4051796095678600,567140730,51,9,WU1417,JE3098,Hilton,5,10,Luxury,True,Islamabad,Pakistan,Asia,Southwest,Vietnam Airlines,O,11/09/1990 0:00,31,25-35,7,2,7,2017,3,7,1,11337.678,11337.678,TRUE,2800.91238,11
531245392,30/03/2014 2:08,15/05/2014 0:00,21/05/2014 0:00,NULL,4068917899455860,567140730,51,7,WU1417,JE3098,Hilton,4,4,Luxury,True,Islamabad,Pakistan,Asia,Southwest,Vietnam Airlines,F,NULL,#VALUE!,,3,1,2,2014,2,5,1,11337.678,11337.678,FALSE,2934.28916,26
531371411,10/04/2013 1:16,27/05/2013 0:00,01/06/2013 0:00,satch@mac.com,7931388545397190,1565669051,140,6,AN4846,QG3489,Accor,1,5,Beach,True,New York City,United States,North America,CEBU Pacific Air,Aer Lingus,F,09/04/1995,27,25-35,4,4,1,2013,2,5,1,9307.634,9307.634,TRUE,2047.67948,35.59808023
531342829,04/07/2014 12:09,01/08/2014 0:00,03/08/2014 0:00,NULL,9550991699703280,875871688,248,3,ZU9956,OJ8015,Marriott,4,9,Ski,True,Rome,Italy,Europe,Brussels Airlines,Egyptair,F,NULL,#VALUE!,,7,6,12,2014,3,8,1,13292.992,13292.992,FALSE,2525.66848,-19.54357808
531363075,30/07/2011 3:01,23/12/2011 0:00,31/12/2011 0:00,jfreedma@optonline.net,9889050165061070,875871688,248,9,ZU9956,OJ8015,Marriott,4,5,Ski,True,Rome,Italy,Europe,Brussels Airlines,Egyptair,F,02/04/1975 0:00,47,45-55,7,7,3,2011,4,12,1,13292.992,13292.992,TRUE,2392.73856,-2.686246249
531353520,08/03/2013 14:35,08/08/2013 0:00,13/08/2013 0:00,emkefkd.jnlagimvdn@gmail.com,9956710711398220,875871688,248,6,ZU9956,OJ8015,Marriott,5,4,Ski,True,Rome,Italy,Europe,Brussels Airlines,Egyptair,O,19/08/1991 0:00,30,25-35,3,6,14,2013,3,8,1,13292.992,13292.992,TRUE,2525.66848,-3.063874651
531371615,22/10/2017 15:29,05/11/2017 0:00,06/11/2017 0:00,aglassis@msn.com,7523323318567560,1761093595,209,2,VR9770,KB4181,Marriott,4,7,Beach,True,Hamburg,Germany,Europe,LATAM Brasil,Azores Airlines,F,04/02/1982 0:00,40,35-45,10,1,15,2017,4,11,1,9251.295,9251.295,TRUE,1850.259,25.08662431
531374311,17/04/2017 9:22,04/09/2017 0:00,15/09/2017 0:00,noneme@live.com,3210127708488920,1761093595,209,12,VR9770,KB4181,Marriott,1,5,Beach,True,Hamburg,Germany,Europe,LATAM Brasil,Azores Airlines,F,18/06/1991 0:00,31,25-35,4,2,9,2017,3,9,1,9251.295,9251.295,TRUE,1757.74605,36.0511046
531360906,17/11/2010 23:18,03/04/2011 0:00,05/04/2011 0:00,rasca@live.com,2912722242295820,1761093595,209,3,VR9770,KB4181,Marriott,3,4,Beach,True,Hamburg,Germany,Europe,LATAM Brasil,Azores Airlines,F,22/05/1987 0:00,35,25-35,11,4,23,2011,2,4,1,9251.295,9251.295,TRUE,2127.79785,33.38225899
531357654,22/12/2010 12:38,30/04/2011 0:00,05/05/2011 0:00,dimensio@mac.com,2505992815477940,1761093595,209,6,VR9770,KB4181,Marriott,4,6,Beach,True,Hamburg,Germany,Europe,LATAM Brasil,Azores Airlines,F,01/05/1993 0:00,29,25-35,12,4,12,2011,2,4,1,9251.295,9251.295,TRUE,2127.79785,33.50684222
531365415,24/12/2010 1:41,28/01/2011 0:00,05/02/2011 0:00,malattia@yahoo.ca,8890661363936170,1874855309,169,9,JV0023,BE2049,Accor,4,4,Romantic,True,Paris,France,Europe,Gol,Cathay Pacific,O,28/11/1954 0:00,67,65+,12,6,1,2011,1,1,1,9243.2285,9243.2285,TRUE,2403.23941,8
531344952,19/06/2017 6:50,13/12/2017 0:00,21/12/2017 0:00,darin@yahoo.com,3598254255681600,547864415,49,9,OM3334,LK3178,Hilton,4,6,Ski,False,Budapest,Hungary,Europe,Aeromexico,Qantas,F,21/07/1994 0:00,27,25-35,6,2,6,2017,4,12,1,13048.567,13048.567,TRUE,2348.74206,-20.57663515
531354768,24/03/2018 5:46,25/06/2018 0:00,01/07/2018 0:00,oahcynw.tewocks@gmail.com,4721179175117750,204142963,19,7,YQ7028,EC5937,Choice,2,6,Business,True,Omsk,Russia,Europe,EVA Air,TUIfly,M,04/02/1989 0:00,33,25-35,3,7,5,2018,2,6,1,9023.424,9023.424,TRUE,2165.62176,13
531372494,20/05/2016 21:44,01/06/2016 0:00,08/06/2016 0:00,meder@aol.com,4468118864891980,204142963,19,8,YQ7028,EC5937,Choice,2,8,Business,True,Omsk,Russia,Europe,EVA Air,TUIfly,F,18/05/1994 0:00,28,25-35,5,6,21,2016,2,6,1,9023.424,9023.424,TRUE,2165.62176,15
531369857,12/11/2018 9:44,13/12/2018 0:00,19/12/2018 0:00,wilsonpm@outlook.com,9226721208269130,1704160381,154,7,PK6461,BV7700,Best Western,3,4,Beach,True,Paris,France,Europe,China Southern,SWISS,O,21/01/1991 0:00,31,25-35,11,2,9,2018,4,12,1,8907.456,8907.456,TRUE,1603.34208,32.35065287
531363396,03/04/2017 2:15,15/08/2017 0:00,24/08/2017 0:00,scotfl@me.com,6842778366876060,1704160381,154,10,PK6461,BV7700,Best Western,1,10,Beach,True,Paris,France,Europe,China Southern,SWISS,F,30/09/1995 0:00,26,25-35,4,2,2,2017,3,8,1,8907.456,8907.456,TRUE,1692.41664,34.52220912
531355887,27/07/2016 13:27,23/08/2016 0:00,31/08/2016 0:00,goldberg@me.com,9730625033018360,696040455,219,9,WQ8590,IL6664,Hyatt,4,5,Romantic,True,Cologne,Germany,Europe,Austrian,AirAsia X,M,22/08/1976 0:00,45,45-55,7,4,13,2016,3,8,1,8886.464,8886.464,TRUE,1688.42816,16
531368171,21/07/2013 9:42,05/12/2013 0:00,13/12/2013 0:00,scotfl@me.com,6842778366876060,696040455,219,9,WQ8590,IL6664,Hyatt,5,9,Romantic,True,Cologne,Germany,Europe,Austrian,AirAsia X,F,10/07/1994 0:00,27,25-35,7,1,9,2013,4,12,1,8886.464,8886.464,TRUE,1599.56352,21
531349897,16/12/2011 12:28,26/12/2011 0:00,31/12/2011 0:00,sakusha@sbcglobal.net,3313681610472970,696040455,219,6,WQ8590,IL6664,Hyatt,4,4,Romantic,True,Cologne,Germany,Europe,Austrian,AirAsia X,F,06/06/1962 0:00,60,55-65,12,6,12,2011,4,12,1,8886.464,8886.464,TRUE,1599.56352,25
531336938,29/12/2017 5:12,31/03/2018 0:00,09/04/2018 0:00,NULL,6802217622115980,1874855309,169,10,JV0023,BE2049,Accor,5,10,Romantic,True,Paris,France,Europe,Gol,Cathay Pacific,F,NULL,#VALUE!,,12,6,5,2018,1,3,1,8841.349,8841.349,FALSE,2210.33725,11
531132372,26/09/2019 4:35,02/11/2019 0:00,10/11/2019 0:00,NULL,3495574916527410,1715143805,154,9,UG9305,HJ0716,Best Western,4,8,Beach,True,Paris,France,Europe,Thomas Cook Airlines,Vueling Airlines,F,ALUE!,#VALUE!,,9,5,4,2019,4,11,1,8783.31,8783.31,FALSE,1756.662,27.60673159
531352676,24/04/2018 9:32,30/09/2018 0:00,06/10/2018 0:00,facet@gmail.com,7006483203013630,1715143805,154,7,UG9305,HJ0716,Best Western,5,4,Beach,True,Paris,France,Europe,Thomas Cook Airlines,Vueling Airlines,F,25/10/2004 0:00,17,-25,4,3,9,2018,3,9,1,8783.31,8783.31,TRUE,1668.8289,27.34700833
531367209,01/09/2017 7:31,25/10/2017 0:00,03/11/2017 0:00,sriha@att.net,9494970214181670,1715143805,154,10,UG9305,HJ0716,Best Western,1,7,Beach,True,Paris,France,Europe,Thomas Cook Airlines,Vueling Airlines,F,22/06/1989 0:00,33,25-35,9,6,7,2017,4,10,1,8783.31,8783.31,TRUE,1844.4951,26.28138575
531345204,01/08/2014 19:39,25/11/2014 0:00,04/12/2014 0:00,moonlapse@icloud.com,9499352147934140,1715143805,154,10,UG9305,HJ0716,Best Western,2,5,Beach,True,Paris,France,Europe,Thomas Cook Airlines,Vueling Airlines,F,ALUE!,#VALUE!,,8,6,19,2014,4,11,1,8783.31,8783.31,TRUE,1756.662,30.7313844
531340954,31/10/2011 2:03,22/04/2012 0:00,23/04/2012 0:00,salesgeek@yahoo.com,8562620837616880,1715143805,154,2,UG9305,HJ0716,Best Western,2,7,Beach,True,Paris,France,Europe,Thomas Cook Airlines,Vueling Airlines,F,22/05/1996 0:00,26,25-35,10,2,2,2012,2,4,1,8783.31,8783.31,TRUE,2020.1613,35.27569347
531344318,21/07/2019 20:36,14/10/2019 0:00,23/10/2019 0:00,mastinfo@aol.com,9918460725271450,875871688,248,10,ZU9956,OJ8015,Marriott,5,8,Ski,True,Rome,Italy,Europe,Brussels Airlines,Egyptair,F,27/10/1979 0:00,42,35-45,7,1,20,2019,4,10,1,12712.18,12712.18,FALSE,2669.5578,-7.749849024
531376101,11/08/2015 16:24,05/11/2015 0:00,13/11/2015 0:00,mvfulmkx.edglgu@gmail.com,1054487652868610,875871688,248,9,ZU9956,OJ8015,Marriott,4,7,Ski,True,Rome,Italy,Europe,Brussels Airlines,Egyptair,F,26/12/1997 0:00,24,-25,8,3,16,2015,4,11,1,12712.18,12712.18,TRUE,2542.436,-17.65142687
531349518,07/11/2014 9:38,07/01/2015 0:00,13/01/2015 0:00,zavadsky@att.net,4762837818661340,1198052271,107,7,WG8458,XC9903,InterContinental,1,9,Beach,True,Paris,France,Europe,British Airways,Royal Brunei,F,ALUE!,#VALUE!,,11,6,9,2015,1,1,1,8681.3845,8681.3845,TRUE,2257.15997,32.65904943
531357725,25/09/2013 21:05,24/01/2014 0:00,02/02/2014 0:00,chaikin@aol.com,1832425104188790,1198052271,107,10,WG8458,XC9903,InterContinental,4,6,Beach,True,Paris,France,Europe,British Airways,Royal Brunei,O,30/10/1989 0:00,32,25-35,9,4,21,2014,1,1,1,8681.3845,8681.3845,TRUE,2257.15997,34.74619915
531335277,19/09/2017 13:34,01/02/2018 0:00,07/02/2018 0:00,zyghom@outlook.com,6106944431104620,554894543,49,7,XG0027,OS3104,Hilton,4,9,Ski,False,Budapest,Hungary,Europe,Azores Airlines,China Airlines,F,25/04/1996 0:00,26,25-35,9,3,13,2018,1,2,1,12659.69,12659.69,FALSE,4051.1008,-19.16217484
531341279,09/12/2016 14:39,31/01/2017 0:00,09/02/2017 0:00,NULL,8708136469176220,204142963,19,10,YQ7028,EC5937,Choice,5,4,Business,True,Omsk,Russia,Europe,EVA Air,TUIfly,F,NULL,#VALUE!,,12,6,14,2017,1,1,1,8647.448,8647.448,FALSE,2248.33648,28
531352942,09/09/2018 18:28,18/12/2018 0:00,24/12/2018 0:00,joehall@msn.com,7424571045384660,204142963,19,7,YQ7028,EC5937,Choice,3,7,Business,True,Omsk,Russia,Europe,EVA Air,TUIfly,F,13/06/1960 0:00,62,55-65,9,1,18,2018,4,12,1,8647.448,8647.448,TRUE,1556.54064,12
531345223,23/09/2012 9:38,17/01/2013 0:00,22/01/2013 0:00,horrocks@yahoo.com,5910164869967800,204142963,19,6,YQ7028,EC5937,Choice,4,4,Business,True,Omsk,Russia,Europe,EVA Air,TUIfly,F,29/11/1968 0:00,53,45-55,9,1,9,2013,1,1,1,8647.448,8647.448,TRUE,2248.33648,23
531348652,23/04/2019 17:44,07/08/2019 0:00,10/08/2019 0:00,odlyzko@verizon.net,7300469483520310,896896960,75,4,EE6329,ZC6990,Hyatt,4,8,Ski,True,Campinas,Brazil,Latin America,Air Serbia,Thomas Cook Airlines,F,27/06/1957,65,55-65,4,3,17,2019,3,8,1,12567.856,12567.856,TRUE,2387.89264,-14.65784632
531356171,12/06/2015 1:49,13/08/2015 0:00,19/08/2015 0:00,axfcdvsr.rdgahomcx@gmail.com,7914825696306230,896896960,75,7,EE6329,ZC6990,Hyatt,4,4,Ski,True,Campinas,Brazil,Latin America,Air Serbia,Thomas Cook Airlines,F,21/05/1994,28,25-35,6,6,1,2015,3,8,1,12567.856,12567.856,TRUE,2387.89264,-5.700041773
531349347,07/07/2019 0:16,20/08/2019 0:00,23/08/2019 0:00,rtanter@yahoo.com,1142085420455780,896896960,75,4,EE6329,ZC6990,Hyatt,4,10,Ski,True,Campinas,Brazil,Latin America,Air Serbia,Thomas Cook Airlines,O,12/08/1998,23,-25,7,1,0,2019,3,8,1,12567.856,12567.856,TRUE,2387.89264,-6.595013349
531351959,17/07/2011 2:57,18/12/2011 0:00,22/12/2011 0:00,smeier@mac.com,9918460725270920,1760272077,208,5,VP5392,RP2951,Choice,5,6,Romantic,True,Lahore,Pakistan,Asia,LATAM Brasil,Hawaiian Airlines,F,02/07/1988 0:00,34,25-35,7,1,2,2011,4,12,1,8559.98,8559.98,TRUE,1540.7964,11
531369556,21/09/2019 19:50,21/12/2019 0:00,21/12/2019 0:00,hllam@me.com,8002057581631720,1219383310,111,1,AC6808,PR5322,Hilton,5,6,Beach,False,New York City,United States,North America,EL AL,Scoot Airlines,F,26/11/1972,49,45-55,9,7,19,2019,4,12,1,8463.344,8463.344,TRUE,1523.40192,33.99739545
531345203,07/09/2017 6:42,14/12/2017 0:00,18/12/2017 0:00,adfbual.rijmtgoblo@gmail.com,4385518238975910,1219383310,111,5,AC6808,PR5322,Hilton,3,9,Beach,False,New York City,United States,North America,EL AL,Scoot Airlines,F,ALUE!,#VALUE!,,9,5,6,2017,4,12,1,8463.344,8463.344,TRUE,1523.40192,35.02885006
531339761,14/03/2019 23:33,15/04/2019 0:00,22/04/2019 0:00,mglee@hotmail.com,8034940178866040,1704160381,154,8,PK6461,BV7700,Best Western,1,10,Beach,True,Paris,France,Europe,China Southern,SWISS,O,02/07/1979 0:00,43,35-45,3,5,23,2019,2,4,1,8350.74,8350.74,TRUE,1920.6702,25.89137488
531367785,14/09/2015 8:06,22/11/2015 0:00,28/11/2015 0:00,smeier@mac.com,9918460725270920,1704160381,154,7,PK6461,BV7700,Best Western,1,7,Beach,True,Paris,France,Europe,China Southern,SWISS,F,27/10/1972 0:00,49,45-55,9,2,8,2015,4,11,1,8350.74,8350.74,TRUE,1670.148,25.45334979
232297671,27/07/2012 2:28,17/10/2012 0:00,24/10/2012 0:00,bzyztskm.nmqvopnwvs@gmail.com,7604408139392800,1704160381,154,8,PK6461,BV7700,Best Western,1,4,Beach,True,Paris,France,Europe,China Southern,SWISS,O,22/11/1977 0:00,44,35-45,7,6,2,2012,4,10,1,8350.74,8350.74,TRUE,1753.6554,36.18462395
531332984,03/03/2017 17:57,12/06/2017 0:00,13/06/2017 0:00,stecoop@yahoo.com,5059727204217600,25902480,203,2,VD8664,LV0011,Hyatt,4,9,Luxury,True,Tashkent,Uzbekistan,Asia,SAS,Copa Airlines,F,17/11/1952 0:00,69,65+,3,6,17,2017,2,6,1,10337.228,10337.228,TRUE,2960.93472,9
531363280,01/12/2013 9:16,20/04/2014 0:00,27/04/2014 0:00,dpitts@gmail.com,2661977162217690,696040455,219,8,WQ8590,IL6664,Hyatt,5,10,Romantic,True,Cologne,Germany,Europe,Austrian,AirAsia X,O,26/03/1989 0:00,33,25-35,12,1,9,2014,2,4,1,8331.06,8331.06,TRUE,1916.1438,20
1191750866,05/10/2014 22:20,18/03/2015 0:00,26/03/2015 0:00,zrgllkrg.ywfcfbv@gmail.com,5355922312896700,1198052271,107,9,WG8458,XC9903,InterContinental,3,7,Beach,True,Paris,France,Europe,British Airways,Royal Brunei,F,26/11/1999 0:00,22,-25,10,1,22,2015,1,3,1,8303.933,8303.933,TRUE,2075.98325,34.91965102
531156592,07/11/2012 6:21,27/02/2013 0:00,28/02/2013 0:00,monkeydo@me.com,3632256665325730,547864415,49,2,OM3334,LK3178,Hilton,4,6,Ski,False,Budapest,Hungary,Europe,Aeromexico,Qantas,F,04/09/1994 0:00,27,25-35,11,4,6,2013,1,2,1,12225.97,12225.97,TRUE,3912.3104,-11.36443717
531337043,26/11/2012 23:47,11/02/2013 0:00,17/02/2013 0:00,boftx@me.com,6866313093551610,547864415,49,7,OM3334,LK3178,Hilton,4,6,Ski,False,Budapest,Hungary,Europe,Aeromexico,Qantas,F,08/02/1963 0:00,59,55-65,11,2,23,2013,1,2,1,12225.97,12225.97,TRUE,3912.3104,-8.506344372
967891969,03/08/2015 17:16,08/01/2016 0:00,17/01/2016 0:00,qklvucn.uqaoqker@gmail.com,6549418917696700,1475603667,134,10,OK9233,ZF1843,Hilton,5,7,Romantic,False,Guatemala City,Guatemala,Latin America,Vistara,Brussels Airlines,O,16/01/1955,67,65+,8,2,17,2016,1,1,1,8216.566,8216.566,TRUE,2136.30716,14
531337100,15/12/2018 13:15,15/01/2019 0:00,24/01/2019 0:00,NULL,6900367761504650,1475603667,134,10,OK9233,ZF1843,Hilton,4,8,Romantic,False,Guatemala City,Guatemala,Latin America,Vistara,Brussels Airlines,F,NULL,#VALUE!,,12,7,13,2019,1,1,1,8216.566,8216.566,FALSE,2136.30716,12
531357653,06/10/2019 17:50,31/12/2019 0:00,06/01/2020 0:00,scarlet@sbcglobal.net,8861341638604810,1511502854,236,7,YP5403,EE6329,Best Western,4,5,Business,True,Tainan,Taiwan,Far East,Spirit,Air Serbia,O,03/08/1951 0:00,70,65+,10,1,17,2019,4,12,3,3199.584,9598.752,TRUE,1727.77536,12
531350860,31/05/2013 11:08,16/11/2013 0:00,25/11/2013 0:00,bowmanbs@mac.com,3914274382028700,896896960,75,10,EE6329,ZC6990,Hyatt,5,4,Ski,True,Campinas,Brazil,Latin America,Air Serbia,Thomas Cook Airlines,F,13/10/1983,38,35-45,5,6,11,2013,4,11,1,12032.365,12032.365,TRUE,2406.473,-6.819024476
531348632,01/06/2018 4:56,16/11/2018 0:00,19/11/2018 0:00,raides@me.com,3550170320024260,896896960,75,4,EE6329,ZC6990,Hyatt,5,8,Ski,True,Campinas,Brazil,Latin America,Air Serbia,Thomas Cook Airlines,F,12/09/1969,52,45-55,6,6,4,2018,4,11,1,12032.365,12032.365,TRUE,2406.473,-0.745977861
526479600,16/05/2011 12:31,05/11/2011 0:00,15/11/2011 0:00,zsyqkcng.kolxlcrf@gmail.com,4014041918648310,896896960,75,11,EE6329,ZC6990,Hyatt,5,6,Ski,True,Campinas,Brazil,Latin America,Air Serbia,Thomas Cook Airlines,F,22/06/1959,63,55-65,5,2,12,2011,4,11,1,12032.365,12032.365,TRUE,2406.473,-23.14853138
531355882,30/07/2018 19:25,24/12/2018 0:00,27/12/2018 0:00,keijser@live.com,8033133969896650,25902480,203,4,VD8664,LV0011,Hyatt,5,8,Luxury,True,Tashkent,Uzbekistan,Asia,SAS,Copa Airlines,F,19/02/1984 0:00,38,35-45,7,2,19,2018,4,12,1,9989.8435,9989.8435,TRUE,2158.17183,24
531341923,19/04/2019 16:31,26/04/2019 0:00,27/04/2019 0:00,overbom@comcast.net,9080682858809600,1219383310,111,2,AC6808,PR5322,Hilton,4,7,Beach,False,New York City,United States,North America,EL AL,Scoot Airlines,O,16/01/2002,20,-25,4,6,16,2019,2,4,1,7934.385,7934.385,TRUE,1824.90855,34.06996087
531341531,19/05/2013 6:33,25/08/2013 0:00,07/09/2013 0:00,scarlet@sbcglobal.net,8861341638604810,1974609013,177,14,OY5637,PQ9854,Wyndham,5,8,Ski,True,Chaozhou,China,Far East,Spring Japan,Frontier,O,03/08/1951 0:00,70,65+,5,1,6,2013,3,8,6,5860.224,35161.344,TRUE,6680.65536,-9.550549891
531348287,28/05/2013 9:13,16/11/2013 0:00,21/11/2013 0:00,scarlet@sbcglobal.net,8861341638604810,1934499109,236,6,YP5403,TE2145,Best Western,4,6,Business,True,Tainan,Taiwan,Far East,Spirit,Aeroflot,O,03/08/1951 0:00,70,65+,5,3,9,2013,4,11,7,1472.104286,10304.73,TRUE,2060.946,18
